BLUE PLAQUE DATABASE - NOKIA MAPS,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Version #  >>,,22,   Please update the version number everytime an updated doc is sent to PaperSeven,,,,,,,,,,,,,,
Shared plaque,,,,,,,,,,,,,,,,,
Example Dataset,,,,,,,,,,,,,,,,,
Number,Plaque Subject Title,Plaque Subject Forenames,Plaque Subject Surname,Plaque Subject Birth/Death,Plaque Address Line 1,Plaque Address Line 2,Plaque GPS Reference,Plaque GPS Reference,Plaque Category 1,Plaque Category 2,Plaque Information 1,Plaque information 2,Plaque Info,Plaque More Info,,,
41,Sir,Geoffrey,Jellicoe,1900-1996,19 Grove Terrace,Dartmouth Park,50.8273,-0.1631,Science & Engineering,,Architect,,Sir Geoffrey Jellicoe 1900-1996 Landscape Architect lived here 1936-1984 * Best-known English landscape architect of his generation ,http://en.wikipedia.org/wiki/Geoffrey_Jellicoe,"Sir Geoffrey Jellicoe (1900-1996) was an English landscape architect, garden designer, architect and designer. Jellicoe was born in Chelsea and studied at the Architectural Association in London before travelling to Rome in 1923. It was in Italy that Jellicoe's work on renaissance gardens, which were in a state of decay at that time, inspired much of his landscape architecture. Some of his key design projects included the design of new town Hemel Hempstead in 1947, Ditchley Park in Oxfordshire, Sutton Place in Surrey and the design of the John F Kennedy memorial in Egham, Surrey. ",,
42,,Mary,Kingsley,1862-1900,22 Southwood Lane,Highgate,51.5716,-0.14882,Science & Engineering,,Traveller,Ethnologist,Mary Kingsley (1862-1900) Traveller and ethnologist lived here as a child,http://en.wikipedia.org/wiki/Mary_Kingsley,"Mary Henrietta Kingsley (1862-1900) was an English writer and pioneering explorer of west Africa, who greatly influenced European ideas about Africa and African people. Having lived a sheltered life and never marrying, Kingsley travelled to west Africa following the death of her father George Kingsley.  It was highly unusual for a woman of Kingsley's race, age and gender to embark on such a dangerous journey unaccompanied and despite several close encounters with crocodiles, cannibalistic tribesmen and disease Kingsley's publications and lectures were remarkably modest. She made a significant impact on ideas of the colonialism of Africa. Kingsley died working as a nurse during the Boer War and was interred at sea in accordance with her wishes. ",,
43,,William Richard,Lethaby,1857-1931,20 Calthorpe Street,Clerkenwell,51.5247,-0.11511,Science & Engineering,,Architect,,William Richard Lethaby (1857-1931) Architect lived here 1880-1891 * highly influential in the late Arts and Crafts and early Modern movements in architecture,http://en.wikipedia.org/wiki/William_Richard_Lethaby,"William Richard Lethaby (1857 - 1931) was an English architect and architectural historian whose ideas were highly influential on the late Arts and Crafts and early Modern movements in architecture, and in the fields of conservation and art education. Born in 1857 at Barnstaple, Lethaby was the son of a carver and gilder. He studied at the local art school and in architects' offices in Barnstaple and Derby, winning the R.I.B.A.'s Sloane Medallion 1879 and the Pugin Studentship 1881. It was here in London that Lethaby founded the Central School of Arts and Crafts, now known as Central St. Martins. ",,
44,,Mahatma,Gandhi,1869-1948,"Kingsley Hall, Powis Road",Bromley-by-Bow,51.5265,-0.014527,Politics,,Campaigner,,Mahatma Gandhi (1869-1948) stayed here in 1931,http://en.wikipedia.org/wiki/Gandhi,"Mohandas Karamchand Gandhi (1869-1948) often referred to as Mahatma Gandhi (""Great Soul"") was the pre-eminent political and ideological leader of India during the Indian independence movement. Gandhi's model of non-violent fight for civil rights and freedom that he called satyagraha inspired movements across the world. It was here in 1931 that Gandhi stayed during negotiations between the British government and the Indian nation: Gandhi was the sole representative of the Indian National Congress (INC). The Gandhi-Irwin pact that was signed in March 1931 was effectively a truce, with Gandhi agreeing to end the civil disobedience movement by the INC. ",,
45,Sir,Henry Morton,Stanley,1841-1904,2 Richmond Terrace,Whitehall,51.5031,-0.123706,Explorer,Arts,Explorer,Writer,"Sir Henry Morton Stanley (1841-1904) Explorer and Writer lived and died here * Welsh journalist and explorer famous for his exploration of Africa and his search for David Livingstone. Upon finding Livingstone, Stanley allegedly uttered the now-famous greeting, ""Dr. Livingstone, I presume?""",http://en.wikipedia.org/wiki/Henry_Morton_Stanley,"Sir Henry Morton Stanley (1841-1904) was a Welsh journalist and explorer. Stanley was employed by the founder of the New York Herald Tribune to find the Scottish missionary and explorer David Livingstone who was known to be in Africa but who had not been heard from for some time. The 7000 mile journey through Zanzibar was extremely perilous, but Stanley found Livingstone on 10 November 1871 near Lake Tanganyika and greeted him with the now famous phrase, ""Doctor Livingstone, I presume?"" Stanley continued to explore the Congo region of Africa until his death in 1904, and his work book ""Through the Dark Continent"" is considered an inspiration for Joseph Conrad's ""Heart of Darkness.""",,
46,,John McDouall,Stuart,1815-1866,9 Campden Hill Square,Holland Park,51.5073,-0.201568,Explorer,,Explorer,,John McDouall Stuart (1815-1866) First Explorer to cross Australia lived and died here,http://en.wikipedia.org/wiki/John_McDouall_Stuart,"John McDouall Stuart (1815-1866) was a Scottish explorer, and the first man to successfully lead an expedition to traverse the Australian mainland. Born in Scotland in 1866 Stuart trained as civil engineer before emigrating to Australia in 1838. Stuart led a total of six expeditions with the successful south to north journey from Adelaide to Darwin completed in 1862. The town Alice Springs was originally named Stuart in his honour, before being changed in 1933. Stuart died here in London in 1866. ",,
47,,Robert Falcon,Scott,1868-1912,56 Oakley Street,Chelsea,51.4837,-0.167385,Explorer,,Explorer,,Robert Falcon Scott (1868-1912) Antarctic explorer lived here,http://en.wikipedia.org/wiki/Robert_Falcon_Scott,"Robert Falcon Scott (1868-1912) was a Royal Navy officer and explorer who led two expeditions to the Antarctic regions: the Discovery Expedition, 1901–04, and the ill-fated Terra Nova Expedition, 1910–13. During this second venture, Scott led a party of five which reached the South Pole on 17 January 1912, only to find that they had been preceded by Roald Amundsen's Norwegian expedition. On their return journey, Scott and his four comrades all perished from a combination of exhaustion, starvation and extreme cold. Scott's exploration of the Antarctic has made his name synonymous with the region, and he is regarded today as a brave and stoic leader, despite some errors on his part. ",,
48,,Edward Adrian,Wilson,1872-1912,"Battersea Vicarage, 42 Vicarage Crescent",Battersea,51.4742,-0.17619,Explorer,Science & Engineering,Explorer,Naturalist,Edward Adrian Wilson (1872-1912) Antarctic explorer and naturalist lived here,http://en.wikipedia.org/wiki/Edward_Adrian_Wilson,"Edward A Wilson (1872-1912) was a polar explorer and expedition artist. Wilson travelled on two Antarctic expeditions: Discovery 1901-1904 and Terra Nova 1910-1912, both under the leadership of Robert Falcon Scott. Wilson developed a love of the countryside and natural history as a young boy, and having studied at Cambridge and in London as a doctor, joined the Discovery expedition as junior surgeon, zoologist and expedition artist. He was Chief of the Scientific Staff of Scott's final expedition. Affectionately known as ""Uncle Bill"" by the men, Wilson was the confidant of many, respected for his judgement, mediatory skills and dedication to others. By all accounts, Wilson was probably Scott's closest comrade of the expedition.",,
49,,Charles,"Stanhope, 3rd Earl Stanhope",1753-1816,20 Mansfield Street,Marylebone,51.5193,-0.146102,Politics,Science & Engineering,Reformer,Inventor,Charles 3rd Earl Stanhope 1753-1816Reformer and Inventor lived here * Invented the Stanhope printing press,"http://en.wikipedia.org/wiki/Charles_Stanhope,_3rd_Earl_Stanhope","Charles Stanhope, 3rd Earl Stanhope aka Charles Mahon, 3rd Earl Stanhope FRS (3 August 1753 – 15 December 1816) was a British statesman and scientist. He was the father of the great traveller and Arabist Lady Hester Stanhope and brother-in-law of William Pitt the Younger. Stanhope was an accomplished scientist and inventor, inventing a printing press and lens which both bear his name. ",,
50,Sir,Charles,Wheatstone,1802-1875,19 Park Crescent,Regent's Park,51.5229,-0.146816,Science & Engineering,,Scientist,Inventor,"SIR CHARLES WHEATSTONE 1802-1875 Scientist and Inventor lived here * a major figure in the development of telegraphy, amongst other achievements",http://en.wikipedia.org/wiki/Charles_Wheatstone,"Sir Charles Wheatstone (1802-1875) was an English scientist and inventor of many scientific breakthroughs of the Victorian era. As well as inventing the English concertina, the stereoscope and the Playfair cipher (an encryption technique), Wheatstone is perhaps best known for his contributions in the development of the Wheatstone bridge, which is used to measure unknown electrical resistance. He was also a major figure in the development of telegraphy. Following his death, Wheatstone's remains were brought to his house in Regent's Park, before being buried in Kensal Green Cemetery. ",,
51,Sir,Benjamin,"Thompson, Count Rumford",1753-1814,168 Brompton Road,Knightsbridge,51.498,-0.166833,Science & Engineering,Explorer,Inventor,Adventurer,SIR BENJAMIN THOMPSON COUNT RUMFORD 1753-1814 Inventor and Adventurer lived here,http://en.wikipedia.org/wiki/Benjamin_Thompson,"Sir Benjamin Thompson, Count Rumford (1753-1814) was an American-born British physicist and inventor whose challenges to established theory were part of the nineteenth century revolution in thermodynamics. He also served as a Lieutenant-Colonel in the Loyalist forces in America during the American Revolutionary War. After the end of the war he moved to London where his administrative talents were recognized when he was appointed a full Colonel, and in 1784 received a knighthood from King George III. A prolific designer, he also drew designs for warships.",,
52,,Dennis,Gabor,1900-1979,79 Queen's Gate,Knightsbridge,51.4944,-0.178905,Science & Engineering,,Physicist,Inventor,DENNIS GABOR 1900-1979 Physicist and Inventor of Holography lived here,http://en.wikipedia.org/wiki/Dennis_Gabor,"Dennis Gabor (1900-1979) was a Hungarian-British electrical engineer and inventor, most notable for inventing holography, for which he later received the 1971 Nobel Prize in Physics. Holography is the technique used to produce holograms. Gabor was originally from Budapest and studied in Berlin before fleeing Nazi Germany in 1933. Settling in Britain, Gabor moved to London in 1948 to work at Imperial College London where he worked until retirement. Following the rapid development of lasers and a wide variety of holographic applications (e.g., art, information storage, and the recognition of patterns), Gabor achieved acknowledged success and worldwide attention during his lifetime.",,
53,,Joseph Aloysius,Hansom,1803-1882,27 Sumner Place,Chelsea,51.4908,-0.1733,Science & Engineering,,Architect,Inventor,"Joseph Aloysius Hansom 1803-1882 Architect, founder-editor of 'The Builder' and inventor of the Hansom Cab lived here",http://en.wikipedia.org/wiki/Joseph_Aloysius_Hansom,"Joseph Aloysius Hansom (26 October 1803 – 29 June 1882) was a prolific English architect working principally in the Gothic Revival style. As well as an accomplished architect and designer, Hansom invented the Hansom safety cab in 1834: an improved horse-drawn carriage that was fast, light and agile. Hansom also co-founded the eminent architectural journal ""The Builder"" in 1843 which still publishes today and is one of the oldest business-to-business magazines in the country. ",,
54,Lord,William,Thomson,1824-1907,15 Eaton Place,Belgravia,51.4984,-0.1508,Science & Engineering,,Physicist,Inventor,"Lord William Thomspon (1824-1907) Physicist and Inventor lived here * Lord Kelvin, as he was known,  is widely known for realising that there was a lower limit to temperature, absolute zero; absolute temperatures are stated in units of kelvin in his honour",http://en.wikipedia.org/wiki/Lord_William_Thomson_Kelvin,"William Thomson, 1st Baron Kelvin (1824-1907) was a mathematical physicist and engineer. At the University of Glasgow he did important work in the mathematical analysis of electricity and formulation of the first and second laws of thermodynamics, and did much to unify the emerging discipline of physics in its modern form. Lord Kelvin is widely known for realising that there was a lower limit to temperature, absolute zero; absolute temperatures are stated in units of kelvin in his honour. He also carried out significant work on the transatlantic telegraph project. Lord Kelvin spent some time in London and he is interred at Westminster Abbey, close-by the final resting place of Sir Isaac Newton. ",,
55,,John,Rae,1813-1893,4 Lower Addison Gardens,Holland Park,51.5031,-0.213001,Explorer,,Explorer,,John Rae (1813-1893) Arctic explorer lived and died here * Reported the fate of the Franklin Expedition ,http://en.wikipedia.org/wiki/John_Rae_(explorer),"John Rae (1813-1693) was a Scottish doctor who explored northern Canada and surveyed parts of the Northwest Passage. Rae studied medicine in Edinburgh before working as a surgeon in Ontario. Rae is perhaps best known for reporting the fate of the Franklin Expedition, a doomed British voyage of Arctic exploration led by Captain Sir John Franklin that departed England in 1845 and became icebound, losing all 128 men. Although Rae gained notoriety for reporting this, he was not as famous as other contemporary explorers, despite being willing to adopt and learn the ways of the indigenous Arctic people. ",,
56,Sir,James Clark,Ross,1800-1862,2 Eliot Place,Blackheath,51.4678,0.000703,Explorer,,Explorer,,"Sir James Clark Ross (1800-1862) Polar Explorer lived here * explored the eastern side of what is now known as James Ross Island, discovering and naming Snow Hill Island and Seymour Island, in the Antarctic",http://en.wikipedia.org/wiki/Sir_James_Clark_Ross,"Sir James Clark Ross (1800-1862) was a British naval officer and explorer. He explored the Arctic with his uncle Sir John Ross and Sir William Parry, first embarking on a controversial voyage in 1818 in search of the Northwest Passage (a sea route through the Arctic ocean above North America). Ross later led his own expedition to Antarctica in 1839 which charted much of the coastline of the continent. In 1841, James Ross discovered the Ross Sea, Victoria Land, and the volcanoes Mount Erebus and Mount Terror, which were named after the expedition's vessels, and the following year explored the eastern side of what is now known as James Ross Island, discovering and naming Snow Hill Island and Seymour Island. ",,
57,Sir,Ernest,Shackleton,1874-1922,12 Westwood Hill ,Sydenham,51.4278,-0.058764,Explorer,,Explorer,,Sir Ernest Shackleton (1874-1922) Antarctic Explorer lived here,http://en.wikipedia.org/wiki/Sir_Ernest_Shackleton,"Sir Ernest Henry Shackleton (1874-1922) was an Anglo-Irish polar explorer, one of the principal figures of the period known as the Heroic Age of Antarctic Exploration. Gaining valuable experience on RF Scott's Discovery expedition 1901-1904, Shackleton went on to command three voyages of his own. The most famous expedition, Endurance 1914-1916, ended in near-disaster when the vessel became trapped in pack ice and was crushed. There followed a sequence of exploits, and an ultimate escape with no lives lost, thus securing Shackleton's heroic status. He died of a heart attack in 1921 while circumnavigating the Antarctic continent. ",,
58,,William Ewart,Gladstone,1809-1898,73 Harley Street,Marylebone,51.5197,-0.1473,Politics,Science & Engineering,Statesman,,In a house on this site lived from 1854-1875 SIR CHARLES LYELL Geologist and from 1876-1882 W.E. GLADSTONE Statesman,http://en.wikipedia.org/wiki/W._E._Gladstone,"This building first housed Sir Charles Lyell (1797-1875) a British lawyer who was the foremost geologist of his day. He is best known as the author of Principles of Geology, which popularised James Hutton's concepts of uniformitarianism – the idea that the earth was shaped by slow-moving forces still in operation today. Lyell was a close and influential friend of Charles Darwin. Following his death the house was occupied by William Ewart Gladstone (1809-1898). Gladstone was a British Liberal statesman who, in a career lasting over sixty years, served as Prime Minister four times (more than any other person). Gladstone is famous for his oratory, his rivalry with the Conservative leader Benjamin Disraeli and his poor relations with Queen Victoria. ",,
58,Sir ,Charles,Lyell,1797-1875,73 Harley Street,Marylebone,51.5197,-0.1473,Science & Engineering,,Geologist,,In a house on this site lived from 1854-1875 SIR CHARLES LYELL Geologist and from 1876-1882 W.E. GLADSTONE Statesman,http://en.wikipedia.org/wiki/Charles_Lyell,"This building first housed Sir Charles Lyell (1797-1875) a British lawyer who was the foremost geologist of his day. He is best known as the author of Principles of Geology, which popularised James Hutton's concepts of uniformitarianism – the idea that the earth was shaped by slow-moving forces still in operation today. Lyell was a close and influential friend of Charles Darwin. Following his death the house was occupied by William Ewart Gladstone (1809-1898). Gladstone was a British Liberal statesman who, in a career lasting over sixty years, served as Prime Minister four times (more than any other person). Gladstone is famous for his oratory, his rivalry with the Conservative leader Benjamin Disraeli and his poor relations with Queen Victoria. ",,
59,,Thomas,Young,1773-1829,48 Welbeck Street,Marylebone,51.5158,-0.148481,Science & Engineering,,Scientist,Egyptology,"Thomas Young (1773-1829) Man of Science lived here * He is famous for having partly deciphered Egyptian hieroglyphics (specifically the Rosetta Stone) before Jean-François Champollion eventually expanded on his work. He was admired by, among others, Herschel and Einstein.",http://en.wikipedia.org/wiki/Thomas_Young_(scientist),"Thomas Young (1773-1829) was an English polymath, scientist and Egyptologist. He is famous for having partly deciphered Egyptian hieroglyphics (specifically the Rosetta Stone) before Jean-François Champollion eventually expanded on his work. He was admired by, among others, Herschel, Helmholtz, Maxwell, and Einstein.
Young made notable scientific contributions to the fields of vision, light, solid mechanics, energy, physiology, language, musical harmony and Egyptology. One of the most important contributions to science was to establish the wave theory of light - that light is not a particle, but rather emitted in all directions as a series of waves, rather like sound. ",,
60,Sir,Francis,Beaufort,1774-1857,51 Manchester Street,Marylebone,51.5179,-0.153647,Science & Engineering,,Admiral,Hydrographer,SIR FRANCIS BEAUFORT 1774-1857 Admiral and Hydrographer lived here,http://en.wikipedia.org/wiki/Sir_Francis_Beaufort,"Rear-Admiral Sir Francis Beaufort (1774-1857) was an Irish hydographer and officer in Britain's Royal Navy. Beaufort had a lifelong keen awareness of the value of accurate charts for those risking the seas, having been shipwrecked himself at age fifteen due to a faulty chart, and his life's biggest accomplishments were in nautical charting. As a naval officer Beaufort commanded HMS Woolwich which was tasked with charting the Rio de la Plata estuary of South America. It was during his sea voyages that Beaufort developed the first versions of his Wind Force Scale and Weather Notation coding - now known as the Beaufort scale. ",,
61,,James,Smithson,1764-1829,9 Bentinck Street,Marylebone,51.5171,-0.150167,Science & Engineering,,Scientist,,JAMES SMITHSON 1764-1829 Scientist Founder of the Smithsonian Institution lived here,http://en.wikipedia.org/wiki/James_Smithson,"James Smithson (1764-1829) was a British mineralogist and chemist. Not much is known about Smithson's life as his archive of collections, notebooks, diaries and correspondence was destroyed by fire in 1855 but it clear that he had a keen interest in minerals and the study of the natural world. He was made a Fellow of the Royal Society in 1787, then the youngest person to be so. A shrewd investor, Smithson bequeathed a small fortune to the United States of America upon his death to create ""an establishment for the increase and diffusion of knowledge among men."" It became the Smithsonian Institute. ",,
62,Major-General,William,Roy,1726-1790,10 Argyll Street,Soho,51.5147,-0.140827,Science & Engineering,,Scientist,Founder,MAJOR-GENERAL WILLIAM ROY 1726-1790 Founder of the Ordnance Survey lived here,http://en.wikipedia.org/wiki/William_Roy,"Major-General William Roy FRS (1726 – 1790) was a Scottish military engineer, surveyor, and antiquarian. He was an innovator who applied new scientific discoveries and newly emerging technologies to the accurate geodetic mapping of Great Britain. It was Roy's advocacy and leadership that led to the creation of the Ordnance Survey in 1791, the year after his death. His technical work in the establishment of a surveying baseline won him the Copley Medal in 1785. His maps and drawings of Roman archaeological sites in Scotland were the first accurate and systematic study of the subject, and have not been improved upon even today. Roy was a Fellow of the Royal Society and a member of the Society of Antiquaries of London.",,
63,,Thomas Henry,Huxley,1825-1895,38 Marlborough Place,St John's Wood,51.5346,-0.180806,Science & Engineering,,Biologist,,"THOMAS HENRY HUXLEY 1825-1895 Biologist Lived Here * Known for his advocacy of Evolution, In 1869 Huxley coined the term 'agnostic' to describe his own views on theology,",http://en.wikipedia.org/wiki/Thomas_Henry_Huxley,"Thomas Henry Huxley (1825-1895) was an English biologist, known as ""Darwin's Bulldog"" for his advocacy of Charles Darwin's theory of evolution. Huxley's famous 1860 debate with Samuel Wilberforce was a key moment in the wider acceptance of evolution, and in his own career. He was instrumental in developing scientific education in Britain, and fought against the more extreme versions of religious tradition. In 1869 Huxley coined the term 'agnostic' to describe his own views on theology, a term whose use has continued to the present day. Huxley had little formal schooling and taught himself almost everything he knew. He became perhaps the finest comparative anatomist of the latter 19th century. ",,
64,Sir,Ambrose,Fleming,1849-1945,9 Clifton Gardens,Maida Vale,51.5239,-0.182951,Science & Engineering,,Scientist,Electrical,"Sir AMBROSE FLEMING 1849-1945 Scientist and Electrical Engineer lived here * He is known for inventing the first thermionic valve or vacuum tube, the diode, then called the kenotron in 1904.[2] He is also famous for the left hand rule (for electric motors).",http://en.wikipedia.org/wiki/Sir_Ambrose_Fleming,"Sir John Ambrose Fleming (1849-1945) was an English electrical engineer and physicist. As an engineering consultant for firms including Edison Telephone and the Marconi company, Fleming made a significant breakthrough in 1904 when he developed a device he called an ""oscillation valve"" which soon became known as the Fleming Valve and was an early type of diode. Today, descendants of the original valve (or vacuum tube) still play an important role in a range of applications. They can be found in the power stages of radio and television transmitters, in some high-end audio amplifiers, as detectors of optical and short wavelength radiation, and in sensitive equipment that must be ""radiation-hard"".",,
65,Sir,Isaac,Newton,1642-1727,87 Jermyn Street,St James's,51.5081,-0.137501,Science & Engineering,,Physicist,,SIR ISAAC NEWTON 1642-1727 Lived Here,http://en.wikipedia.org/wiki/Isaac_Newton,"Sir Isaac Newton (1642-1727) was an English physicist, mathematician, astronomer, natural philosopher, alchemist, and theologian, who has been ""considered by many to be the greatest and most influential scientist who ever lived."" Newton's theory of universal gravitation - where motions of objects on Earth and of celestial bodies are governed by the same set of natural laws advanced the Scientific Revolution. Newton lived here when he was appointed warden of the Royal Mint in 1696; an appointment he took very seriously and campaigned against corruption and inefficiency in the organisation. In 1703, he was elected president of the Royal Society, an office he held until his death. ",,
66,,Hertha,Ayrton,1854-1923,41 Norfolk Square,Paddington,51.515915,-0.173072,Science & Engineering,,Physicist,,"HERTHA AYRTON 1854-1923 Physicist lived here 1903-1923 * In 1899, she was the first woman ever to read her own paper before the Institution of Electrical Engineers (IEE). Shortly thereafter, she was elected the first female member of the IEE.",http://en.wikipedia.org/wiki/Hertha_Ayrton,"Hertha Ayrton (1854-1923) was an English engineer, mathematician and inventor. Ayrton was educated at Girton College, Cambridge and gained a degree from the University of London in 1881. Through her marriage to William Edward Ayrton, a teacher, she began investigations into the electric arc. In 1899, she was the first woman ever to read a paper before the Institution of Electrical Engineers (IEE) and was shortly thereafter elected the first female member of the IEE. Ayrton was agnostic, but kept close ties to the Jewish faith, establishing the Jewish League for Women Suffrage in 1912. ",,
67,,Aldous,Huxley,1894-1963,16 Bracknell Gardens,Hampstead,51.5542,-0.188218,Science & Engineering,Arts,Science,Writer,LEONARD HUXLEY 1860-1933 JULIAN HUXLEY 1887-1975 ALDOUS HUXLEY 1894-1963 Men of Science and Letters lived here,http://en.wikipedia.org/wiki/Aldous_Huxley,"Three members of the great Huxley family lived here: Leonard Huxley (1860-1933) the most prominent son of Thomas Henry Huxley (the scientist and Darwin's greatest supporter), Sir Julian Huxley (1887-1975) and Aldous Huxley (1894-1963). Leonard was a teacher and writer whose major work was a biography of his father. Julian was a prominent zoologist, and was the first Director-General of UNESCO and also the co-founder of the World Wildlife Fund who did much to further Darwin's theory of evolution. Aldous was a novelist of great fame who wrote in an iconoclastic style that was often disenchanted and with a dystopian view, ""Brave New World"" being the most famous. ",,
67,,Julian,Huxley,1887-1975,16 Bracknell Gardens,Hampstead,51.5542,-0.188218,Science & Engineering,Arts,Science,Writer,LEONARD HUXLEY 1860-1933 JULIAN HUXLEY 1887-1975 ALDOUS HUXLEY 1894-1963 Men of Science and Letters lived here,http://en.wikipedia.org/wiki/Julian_Huxley,"Three members of the great Huxley family lived here: Leonard Huxley (1860-1933) the most prominent son of Thomas Henry Huxley (the scientist and Darwin's greatest supporter), Sir Julian Huxley (1887-1975) and Aldous Huxley (1894-1963). Leonard was a teacher and writer whose major work was a biography of his father. Julian was a prominent zoologist, and was the first Director-General of UNESCO and also the co-founder of the World Wildlife Fund who did much to further Darwin's theory of evolution. Aldous was a novelist of great fame who wrote in an iconoclastic style that was often disenchanted and with a dystopian view, ""Brave New World"" being the most famous. ",,
67,,Leonard,Huxley,1860-1933,16 Bracknell Gardens,Hampstead,51.5542,-0.188218,Science & Engineering,Arts,Science,Writer,LEONARD HUXLEY 1860-1933 JULIAN HUXLEY 1887-1975 ALDOUS HUXLEY 1894-1963 Men of Science and Letters lived here,http://en.wikipedia.org/wiki/Leonard_Huxley_(writer),"Three members of the great Huxley family lived here: Leonard Huxley (1860-1933) the most prominent son of Thomas Henry Huxley (the scientist and Darwin's greatest supporter), Sir Julian Huxley (1887-1975) and Aldous Huxley (1894-1963). Leonard was a teacher and writer whose major work was a biography of his father. Julian was a prominent zoologist, and was the first Director-General of UNESCO and also the co-founder of the World Wildlife Fund who did much to further Darwin's theory of evolution. Aldous was a novelist of great fame who wrote in an iconoclastic style that was often disenchanted and with a dystopian view, ""Brave New World"" being the most famous. ",,
68,Sir,William,Ramsay,1852-1916,12 Arundel Gardens,Notting Hill,51.5139,-0.205393,Science & Engineering,,Chemist,,Sir WILLIAM RAMSAY 1852-1916 Chemist Discoverer of the Noble Gases lived here 1887-1902,http://en.wikipedia.org/wiki/William_Ramsay,"Sir William Ramsay (1852-1916) was a Scottish chemist who is most famous for his work in discovering the noble gases. Ramsay was born in Glasgow, Scotland and studied at both Glasgow Academy and the University of Glasgow. After a period in Bristol, Ramsay was appointed chair of Chemistry at University College London in 1887. It was at UCL that his most celebrated discoveries were made - isolating a heavy component of air which did not appear to have any obvious chemical reactivity (he named this ""argon""), then neon, krypton, xenon and helium discoveries in the following years. He received the Nobel Prize in Chemistry in 1904. ",,
69,Sir,William,Crookes,1832-1919,7 Kensington Park Gardens,Notting Hill,0.0,0.0,Science & Engineering,,Scientist,,"SIR WILLIAM CROOKES 1832-1919 SCIENTIST lived here from 1880 until his death * He was a pioneer of vacuum tubes, inventing the Crookes tube",http://en.wikipedia.org/wiki/Sir_William_Crookes,"Sir William Crookes (1832-1919) was a British chemist and physicist who attended the Royal College of Chemistry, London and who was a pioneer of vacuum tubes, inventing the Crookes tube. Crookes was born in London and roe to prominence as a chemist in the 1850s, working under AW Hofmann. It was at 7 Kensington Gardens, Crookes's home, that much of his most notable work was done. As well as discovering the chemical element thallium, Crookes also pioneered the use of vacuum tubes; he developed the Crookes radiometer becoming one of the first scientists to investigate what are known today as plasmas. ",,
70,,Chaim,Weizmann,1874-1952,67 Addison Road,Holland Park,51.5003,-0.208006,Science & Engineering,Politics,Scientist,Statesman,Chaim Weizmann (1874-1952) Scientist and Statesman First President of the State of Israel lived here,http://en.wikipedia.org/wiki/Chaim_Weizmann,"Chaim Weizmann (1874-1952) was a scientist and politician who became the first President of the State of Israel in 1949. Weizmann was born in Russia and studied in Switzerland before moving to Manchester as lecturer of Chemistry at the university. During WWI, he was credited with developing a method of producing acetone from maize; which was needed for the production of artillery shells. It was in London that Weizmann was successful in procuring from Arthur James Balfour the Balfour Declaration of 1917 in which the British government supported the creation of a Zionist state in Palestine. ",,
71,Sir,Norman,Lockyer,1836-1920,16 Penywern Road,Earls Court,51.4911,-0.193222,Science & Engineering,,Astronomer,Physicist,"Sir NORMAN LOCKYER 1836-1920 Astronomer, Physicist and Founder of Nature lived here 1876-1920",http://en.wikipedia.org/wiki/Norman_Lockyer,"Norman Lockyer (1836-1920) was an English scientist and astronomer. It was in the 1860s that Lockyer became fascinated with electromagnetic spectroscopy (the study of the interaction between matter and radiated energy). Working in London, Lockyer observed an unknown element emitted from the sun which he named ""helium"" from the Greek word ""Helios"" meaning sun. As well as his astronomical work, Lockyer also founded the journal ""Nature"" in 1869, to facilitate the transmission of ideas between scientists. ",,
72,Sir,Charles,Barry,1795-1860,"The Elms, 29-32 Clapham Common North Side",Clapham Common,51.4620561,-0.145720392,Science & Engineering,,Architect,,Sir Charles Barry (1795-1860) Architect lived and died here * best known for his role in the rebuilding of the Palace of Westminster (also known as the Houses of Parliament) in London during the mid-19th century,http://en.wikipedia.org/wiki/Sir_Charles_Barry,"Sir Charles Barry (1795-1860) was an English architect who is best known for his role in the rebuilding of the Palace of Westminster, also known as the Houses of Parliament. Barry travelled extensively throughout Europe and the Middle East from 1817-1820, before working for the Church Commissioners in the Gothic Revival architecture style. Barry made a significant contribution to the Italian Renaissance garden fashions of Victorian Britain, inspired by his travels. Barry's most significant work was the design of the Palace of Westminster after it was destroyed by fire in 1834. He also remodelled Trafalgar Square. Barry lived in Clapham until his death in 1860. ",,
73,,John Francis ,Bentley,1839-1902,43 Old Town,Clapham,51.4641,-0.141177,Science & Engineering,,Architect,,"John Francis Bentley (1839-1902) Architect lived here * most famous work is the Westminster Cathedral in London, England,",http://en.wikipedia.org/wiki/John_Francis_Bentley,"John Francis Bentley (1839-1902) was an English ecclesiastical architect. Bentley was born in Doncaster and trained as an architect in the offices of Henry Clutton. Bentley's most imporant commission was that of the Westminster Cathedral in 1894. As he had mastered the neo-Gothic and Byzantine Revivalist styles thoughout his career, Bentley decided to travel to Italy to study some of the most important Byzantine-influenced cathedrals, such as St Mark's Basilica in Venice, which provided much of the inspiration for Westminster Cathedral. ",,
